event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code
Atopic dermatitis,MEDCODEID,Acrodermatitis continua of Hallopeau,"""","""",possible,Im,ATOPDERMATITIS,COV,3864031000006116,3864031000006116
Atopic dermatitis,MEDCODEID,Acrodermatitis enteropathica,"""","""",possible,Im,ATOPDERMATITIS,COV,486791010,486791010
Atopic dermatitis,MEDCODEID,Actinic dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,3229031000006115,3229031000006115
Atopic dermatitis,MEDCODEID,Acute dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,2923341000006115,2923341000006115
Atopic dermatitis,MEDCODEID,Acute eczema,"""","""",narrow,Im,ATOPDERMATITIS,COV,6568231000006114,6568231000006114
Atopic dermatitis,MEDCODEID,Acute eczematoid otitis extern,"""","""",possible,Im,ATOPDERMATITIS,COV,1788053014,1788053014
Atopic dermatitis,MEDCODEID,Acute eczematoid otitis externa,"""","""",possible,Im,ATOPDERMATITIS,COV,3380601000006111,3380601000006111
Atopic dermatitis,MEDCODEID,Acute infantile eczema,"""","""",narrow,Im,ATOPDERMATITIS,COV,2675101000006116,2675101000006116
Atopic dermatitis,MEDCODEID,Acute irritant contact dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,7047201000006111,7047201000006111
Atopic dermatitis,MEDCODEID,Acute photoallergic dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,2702871000006110,2702871000006110
Atopic dermatitis,MEDCODEID,Acute radiodermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,1222758015,1222758015
Atopic dermatitis,MEDCODEID,Adult atopic dermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,6661431000006112,6661431000006112
Atopic dermatitis,MEDCODEID,Adult atopic eczema,"""","""",narrow,Im,ATOPDERMATITIS,COV,6661441000006119,6661441000006119
Atopic dermatitis,MEDCODEID,Adult atopic eczema persistent from childhood,"""","""",narrow,Im,ATOPDERMATITIS,COV,6661461000006115,6661461000006115
Atopic dermatitis,MEDCODEID,Adult atopic eczema recurrent in adult life,"""","""",narrow,Im,ATOPDERMATITIS,COV,6661481000006113,6661481000006113
Atopic dermatitis,MEDCODEID,Adverse reaction to Eumovate Eczema And Dermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,1036751000006115,1036751000006115
Atopic dermatitis,MEDCODEID,Adverse reaction to Psoriasis And Eczema,"""","""",possible,Im,ATOPDERMATITIS,COV,1011221000006117,1011221000006117
Atopic dermatitis,MEDCODEID,Allergic (intrinsic) eczema,"""","""",narrow,Im,ATOPDERMATITIS,COV,477121000006119,477121000006119
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,357566010,357566010
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis caused by chemical,"""","""",possible,Im,ATOPDERMATITIS,COV,362991000006116,362991000006116
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis caused by fragrance,"""","""",possible,Im,ATOPDERMATITIS,COV,3635706019,3635706019
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis caused by nickel from implant,"""","""",possible,Im,ATOPDERMATITIS,COV,14197521000006111,14197521000006111
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis caused by plant,"""","""",possible,Im,ATOPDERMATITIS,COV,9309971000006118,9309971000006118
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis caused by plant material,"""","""",possible,Im,ATOPDERMATITIS,COV,13873471000006119,13873471000006119
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis caused by rubber compound,"""","""",possible,Im,ATOPDERMATITIS,COV,3637383010,3637383010
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis due to adhesive,"""","""",possible,Im,ATOPDERMATITIS,COV,4804881000006110,4804881000006110
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis due to adhesives,"""","""",possible,Im,ATOPDERMATITIS,COV,308575015,308575015
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis due to cosmetic,"""","""",possible,Im,ATOPDERMATITIS,COV,4804911000006110,4804911000006110
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis due to cosmetics,"""","""",possible,Im,ATOPDERMATITIS,COV,308576019,308576019
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis due to drug in contact with skin,"""","""",possible,Im,ATOPDERMATITIS,COV,4804941000006114,4804941000006114
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis due to drugs in contact with the skin,"""","""",possible,Im,ATOPDERMATITIS,COV,477331000006119,477331000006119
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis due to dye,"""","""",possible,Im,ATOPDERMATITIS,COV,4804971000006118,4804971000006118
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis due to dyes,"""","""",possible,Im,ATOPDERMATITIS,COV,308578018,308578018
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis due to food in contact with the skin,"""","""",possible,Im,ATOPDERMATITIS,COV,477371000006116,477371000006116
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis due to metal,"""","""",possible,Im,ATOPDERMATITIS,COV,399916012,399916012
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis due to other chemical products,"""","""",possible,Im,ATOPDERMATITIS,COV,308579014,308579014
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis due to plants- except food,"""","""",possible,Im,ATOPDERMATITIS,COV,308581011,308581011
Atopic dermatitis,MEDCODEID,Allergic contact dermatitis of eyelid,"""","""",possible,Im,ATOPDERMATITIS,COV,6662581000006119,6662581000006119
Atopic dermatitis,MEDCODEID,Allergic dermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,2884321000006114,2884321000006114
Atopic dermatitis,MEDCODEID,Allergic eczema,"""","""",narrow,Im,ATOPDERMATITIS,COV,2884311000006118,2884311000006118
Atopic dermatitis,MEDCODEID,Ammonia dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,1787545010,1787545010
Atopic dermatitis,MEDCODEID,Ammoniacal napkin dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,3986351000006114,3986351000006114
Atopic dermatitis,MEDCODEID,Anticipatory OTC medication for dermatitis given,"""","""",possible,Im,ATOPDERMATITIS,COV,1808401000006118,1808401000006118
Atopic dermatitis,MEDCODEID,Asteatotic eczema,"""","""",possible,Im,ATOPDERMATITIS,COV,585903012,585903012
Atopic dermatitis,MEDCODEID,Atopic dermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,308485016,308485016
Atopic dermatitis,MEDCODEID,Atopic dermatitis NOS,"""","""",narrow,Im,ATOPDERMATITIS,COV,308497015,308497015
Atopic dermatitis,MEDCODEID,Atopic dermatitis of hands,"""","""",narrow,Im,ATOPDERMATITIS,COV,5122851000006117,5122851000006117
Atopic dermatitis,MEDCODEID,Atopic dermatitis of scalp,"""","""",narrow,Im,ATOPDERMATITIS,COV,6661301000006113,6661301000006113
Atopic dermatitis,MEDCODEID,Atopic dermatitis-eczema,"""","""",narrow,Im,ATOPDERMATITIS,COV,497341000006116,497341000006116
Atopic dermatitis,MEDCODEID,Atopic eczema,"""","""",narrow,Im,ATOPDERMATITIS,COV,2884301000006116,2884301000006116
Atopic dermatitis,MEDCODEID,Atopic eczema of hands,"""","""",narrow,Im,ATOPDERMATITIS,COV,5122861000006115,5122861000006115
Atopic dermatitis,MEDCODEID,Atopic eczema of scalp,"""","""",narrow,Im,ATOPDERMATITIS,COV,6661311000006111,6661311000006111
Atopic dermatitis,MEDCODEID,Atopic eczema-dermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,889161000006118,889161000006118
Atopic dermatitis,MEDCODEID,Atopic eczema-dermatitis NOS,"""","""",narrow,Im,ATOPDERMATITIS,COV,889191000006114,889191000006114
Atopic dermatitis,MEDCODEID,Atopic neurodermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,676461000006118,676461000006118
Atopic dermatitis,MEDCODEID,Autoimmune progesterone dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,13940661000006113,13940661000006113
Atopic dermatitis,MEDCODEID,Autoimmune progesterone dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,6633101000006119,6633101000006119
Atopic dermatitis,MEDCODEID,Autoimmune progesterone dermatitis-urticaria,"""","""",possible,Im,ATOPDERMATITIS,COV,6633091000006113,6633091000006113
Atopic dermatitis,MEDCODEID,Berloque dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,11782161000006111,11782161000006111
Atopic dermatitis,MEDCODEID,Brocq-s neurodermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,357584012,357584012
Atopic dermatitis,MEDCODEID,CAD - Chronic actinic dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,3353371000006110,3353371000006110
Atopic dermatitis,MEDCODEID,CD - Contact dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,3148021000006114,3148021000006114
Atopic dermatitis,MEDCODEID,CDNH - Chondrodermatitis nodularis helicis,"""","""",possible,Im,ATOPDERMATITIS,COV,3745561000006114,3745561000006114
Atopic dermatitis,MEDCODEID,CNH - Chondrodermatitis nodularis helicis,"""","""",possible,Im,ATOPDERMATITIS,COV,3745571000006119,3745571000006119
Atopic dermatitis,MEDCODEID,Cactus dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,5122791000006117,5122791000006117
Atopic dermatitis,MEDCODEID,Childhood atopic eczema,"""","""",narrow,Im,ATOPDERMATITIS,COV,6661421000006114,6661421000006114
Atopic dermatitis,MEDCODEID,Chondrodermatitis nodularis,"""","""",possible,Im,ATOPDERMATITIS,COV,6668941000006115,6668941000006115
Atopic dermatitis,MEDCODEID,Chondrodermatitis nodularis helicis,"""","""",possible,Im,ATOPDERMATITIS,COV,127176015,127176015
Atopic dermatitis,MEDCODEID,Chondrodermatitis nodularis helicis,"""","""",possible,Im,ATOPDERMATITIS,COV,552351000006115,552351000006115
Atopic dermatitis,MEDCODEID,Chondrodermatitis nodularis of antihelix,"""","""",possible,Im,ATOPDERMATITIS,COV,6680941000006115,6680941000006115
Atopic dermatitis,MEDCODEID,Chondrodermatitis nodularis of tragus,"""","""",possible,Im,ATOPDERMATITIS,COV,6680951000006118,6680951000006118
Atopic dermatitis,MEDCODEID,Chronic Eczema,"""","""",narrow,Im,ATOPDERMATITIS,COV,889251000006111,889251000006111
Atopic dermatitis,MEDCODEID,Chronic actinic dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,14058871000006112,14058871000006112
Atopic dermatitis,MEDCODEID,Chronic actinic dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,8191721000006112,8191721000006112
Atopic dermatitis,MEDCODEID,Chronic dermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,3062761000006116,3062761000006116
Atopic dermatitis,MEDCODEID,Chronic eczema,"""","""",narrow,Im,ATOPDERMATITIS,COV,3212961000006113,3212961000006113
Atopic dermatitis,MEDCODEID,Chronic eczema of external auditory canal,"""","""",narrow,Im,ATOPDERMATITIS,COV,7072611000006114,7072611000006114
Atopic dermatitis,MEDCODEID,Chronic hand dermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,6662331000006114,6662331000006114
Atopic dermatitis,MEDCODEID,Chronic hand eczema,"""","""",narrow,Im,ATOPDERMATITIS,COV,6662321000006111,6662321000006111
Atopic dermatitis,MEDCODEID,Chronic irritant contact dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,5123511000006113,5123511000006113
Atopic dermatitis,MEDCODEID,Chronic lichenified atopic dermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,5989171000006115,5989171000006115
Atopic dermatitis,MEDCODEID,Chronic radiodermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,1233663010,1233663010
Atopic dermatitis,MEDCODEID,Chronic superficial scaly dermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,5123671000006117,5123671000006117
Atopic dermatitis,MEDCODEID,Circumoral dermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,557651000006114,557651000006114
Atopic dermatitis,MEDCODEID,Circumscribed neurodermatitis,"""","""",narrow,Im,ATOPDERMATITIS,COV,3374041000006116,3374041000006116
Atopic dermatitis,MEDCODEID,Constitutional eczema,"""","""",narrow,Im,ATOPDERMATITIS,COV,5122831000006112,5122831000006112
Atopic dermatitis,MEDCODEID,Constitutional eczema of hands,"""","""",narrow,Im,ATOPDERMATITIS,COV,5123091000006114,5123091000006114
Atopic dermatitis,MEDCODEID,Constitutional eczema of hands and feet,"""","""",narrow,Im,ATOPDERMATITIS,COV,5123021000006112,5123021000006112
Atopic dermatitis,MEDCODEID,Contact dermatitis,"""","""",possible,Im,ATOPDERMATITIS,COV,63652013,63652013
Atopic dermatitis,MEDCODEID,Contact dermatitis - foods-plants,"""","""",possible,Im,ATOPDERMATITIS,COV,5721421000006111,5721421000006111
Atopic dermatitis,MEDCODEID,Contact dermatitis - solvents,"""","""",possible,Im,ATOPDERMATITIS,COV,889211000006110,889211000006110
Atopic dermatitis,MEDCODEID,Contact dermatitis NOS,"""","""",possible,Im,ATOPDERMATITIS,COV,308624013,308624013
Atopic dermatitis,MEDCODEID,Contact dermatitis NOS,"""","""",possible,Im,ATOPDERMATITIS,COV,591221000006115,591221000006115
Atopic dermatitis,MEDCODEID,Contact dermatitis and other eczemas,"""","""",possible,Im,ATOPDERMATITIS,COV,399912014,399912014
Atopic dermatitis,MEDCODEID,Contact dermatitis caused by chemical,"""","""",possible,Im,ATOPDERMATITIS,COV,308527013,308527013
Atopic dermatitis,MEDCODEID,Contact dermatitis caused by poison primrose,"""","""",possible,Im,ATOPDERMATITIS,COV,14195051000006118,14195051000006118
Atopic dermatitis,MEDCODEID,Contact dermatitis caused by ragweed,"""","""",possible,Im,ATOPDERMATITIS,COV,3374711000006117,3374711000006117
Atopic dermatitis,MEDCODEID,Contact dermatitis caused by saliva,"""","""",possible,Im,ATOPDERMATITIS,COV,14197541000006116,14197541000006116
Atopic dermatitis,MEDCODEID,Contact dermatitis caused by urushiol from Eastern poison ivy,"""","""",possible,Im,ATOPDERMATITIS,COV,14196991000006118,14196991000006118
Atopic dermatitis,MEDCODEID,Contact dermatitis due to X-rays,"""","""",possible,Im,ATOPDERMATITIS,COV,115978018,115978018
Atopic dermatitis,MEDCODEID,Contact dermatitis due to acids,"""","""",possible,Im,ATOPDERMATITIS,COV,308528015,308528015
Atopic dermatitis,MEDCODEID,Contact dermatitis due to adhesive plaster,"""","""",possible,Im,ATOPDERMATITIS,COV,128743013,128743013
Atopic dermatitis,MEDCODEID,Contact dermatitis due to alkali,"""","""",possible,Im,ATOPDERMATITIS,COV,4804551000006116,4804551000006116
Atopic dermatitis,MEDCODEID,Contact dermatitis due to alkalis,"""","""",possible,Im,ATOPDERMATITIS,COV,308532014,308532014
Atopic dermatitis,MEDCODEID,Contact dermatitis due to arnica,"""","""",possible,Im,ATOPDERMATITIS,COV,67908018,67908018
Atopic dermatitis,MEDCODEID,Contact dermatitis due to casting materials,"""","""",possible,Im,ATOPDERMATITIS,COV,308622012,308622012
Atopic dermatitis,MEDCODEID,Contact dermatitis due to caustics,"""","""",possible,Im,ATOPDERMATITIS,COV,308533016,308533016
Atopic dermatitis,MEDCODEID,Contact dermatitis due to cereal,"""","""",possible,Im,ATOPDERMATITIS,COV,590631000006113,590631000006113
Atopic dermatitis,MEDCODEID,Contact dermatitis due to chlorocompound,"""","""",possible,Im,ATOPDERMATITIS,COV,308509010,308509010
Atopic dermatitis,MEDCODEID,Contact dermatitis due to cold weather,"""","""",possible,Im,ATOPDERMATITIS,COV,98560010,98560010
Atopic dermatitis,MEDCODEID,Contact dermatitis due to cosmetics,"""","""",possible,Im,ATOPDERMATITIS,COV,130689015,130689015
Atopic dermatitis,MEDCODEID,Contact dermatitis due to cyclohexane,"""","""",possible,Im,ATOPDERMATITIS,COV,308510017,308510017
Atopic dermatitis,MEDCODEID,Contact dermatitis due to detergent,"""","""",possible,Im,ATOPDERMATITIS,COV,2990471000006118,2990471000006118
Atopic dermatitis,MEDCODEID,Contact dermatitis due to detergents,"""","""",possible,Im,ATOPDERMATITIS,COV,50967012,50967012
Atopic dermatitis,MEDCODEID,Contact dermatitis due to dichromate,"""","""",possible,Im,ATOPDERMATITIS,COV,71306016,71306016
Atopic dermatitis,MEDCODEID,Contact dermatitis due to drugs AND-OR medicine,"""","""",possible,Im,ATOPDERMATITIS,COV,590701000006112,590701000006112
Atopic dermatitis,MEDCODEID,Contact dermatitis due to dye,"""","""",possible,Im,ATOPDERMATITIS,COV,590711000006110,590711000006110
Atopic dermatitis,MEDCODEID,Contact dermatitis due to ester,"""","""",possible,Im,ATOPDERMATITIS,COV,308511018,308511018
Atopic dermatitis,MEDCODEID,Contact dermatitis due to fish,"""","""",possible,Im,ATOPDERMATITIS,COV,60975016,60975016
Atopic dermatitis,MEDCODEID,Contact dermatitis due to flour,"""","""",possible,Im,ATOPDERMATITIS,COV,93035017,93035017
Atopic dermatitis,MEDCODEID,Contact dermatitis due to food NOS,"""","""",possible,Im,ATOPDERMATITIS,COV,399914010,399914010
Atopic dermatitis,MEDCODEID,Contact dermatitis due to food in contact with skin,"""","""",possible,Im,ATOPDERMATITIS,COV,112091013,112091013
Atopic dermatitis,MEDCODEID,Contact dermatitis due to fruit,"""","""",possible,Im,ATOPDERMATITIS,COV,31691015,31691015
Atopic dermatitis,MEDCODEID,Contact dermatitis due to fungicide,"""","""",possible,Im,ATOPDERMATITIS,COV,590781000006115,590781000006115
Atopic dermatitis,MEDCODEID,Contact dermatitis due to fur,"""","""",possible,Im,ATOPDERMATITIS,COV,4805211000006115,4805211000006115
Atopic dermatitis,MEDCODEID,Contact dermatitis due to furs,"""","""",possible,Im,ATOPDERMATITIS,COV,308609016,308609016
Atopic dermatitis,MEDCODEID,Contact dermatitis due to glycol,"""","""",possible,Im,ATOPDERMATITIS,COV,308512013,308512013
Atopic dermatitis,MEDCODEID,Contact dermatitis due to hot weather,"""","""",possible,Im,ATOPDERMATITIS,COV,81109013,81109013
Atopic dermatitis,MEDCODEID,Contact dermatitis due to hydrocarbon,"""","""",possible,Im,ATOPDERMATITIS,COV,308513015,308513015
Atopic dermatitis,MEDCODEID,Contact dermatitis due to infra-red rays,"""","""",possible,Im,ATOPDERMATITIS,COV,590831000006112,590831000006112
Atopic dermatitis,MEDCODEID,Contact dermatitis due to insecticide,"""","""",possible,Im,ATOPDERMATITIS,COV,178428014,178428014
Atopic dermatitis,MEDCODEID,Contact dermatitis due to iodine,"""","""",possible,Im,ATOPDERMATITIS,COV,137914019,137914019
Atopic dermatitis,MEDCODEID,Contact dermatitis due to jewellery,"""","""",possible,Im,ATOPDERMATITIS,COV,506552014,506552014
Atopic dermatitis,MEDCODEID,Contact dermatitis due to keratolytic,"""","""",possible,Im,ATOPDERMATITIS,COV,4804471000006110,4804471000006110
Atopic dermatitis,MEDCODEID,Contact dermatitis due to keratolytics,"""","""",possible,Im,ATOPDERMATITIS,COV,308519016,308519016
Atopic dermatitis,MEDCODEID,Contact dermatitis due to ketone,"""","""",possible,Im,ATOPDERMATITIS,COV,308514014,308514014
Atopic dermatitis,MEDCODEID,Contact dermatitis due to lacquer tree,"""","""",possible,Im,ATOPDERMATITIS,COV,108646019,108646019
Atopic dermatitis,MEDCODEID,Contact dermatitis due to light- except sun,"""","""",possible,Im,ATOPDERMATITIS,COV,590901000006110,590901000006110
Atopic dermatitis,MEDCODEID,Contact dermatitis due to meat,"""","""",possible,Im,ATOPDERMATITIS,COV,121124014,121124014
Atopic dermatitis,MEDCODEID,Contact dermatitis due to medicament NOS,"""","""",possible,Im,ATOPDERMATITIS,COV,308526016,308526016
Atopic dermatitis,MEDCODEID,Contact dermatitis due to mercurial,"""","""",possible,Im,ATOPDERMATITIS,COV,590931000006119,590931000006119
Atopic dermatitis,MEDCODEID,Contact dermatitis due to milk,"""","""",possible,Im,ATOPDERMATITIS,COV,108236013,108236013
Atopic dermatitis,MEDCODEID,Contact dermatitis due to neomycin,"""","""",possible,Im,ATOPDERMATITIS,COV,54060018,54060018
Atopic dermatitis,MEDCODEID,Contact dermatitis due to nickel,"""","""",possible,Im,ATOPDERMATITIS,COV,674911000006116,674911000006116
Atopic dermatitis,MEDCODEID,Contact dermatitis due to nylon,"""","""",possible,Im,ATOPDERMATITIS,COV,138508015,138508015
Atopic dermatitis,MEDCODEID,Contact dermatitis due to oil and grease,"""","""",possible,Im,ATOPDERMATITIS,COV,5501981000006111,5501981000006111
Atopic dermatitis,MEDCODEID,Contact dermatitis due to oils and greases,"""","""",possible,Im,ATOPDERMATITIS,COV,399913016,399913016
Atopic dermatitis,MEDCODEID,Contact dermatitis due to other specified agents,"""","""",possible,Im,ATOPDERMATITIS,COV,308602013,308602013
Atopic dermatitis,MEDCODEID,Contact dermatitis due to pediculicide,"""","""",possible,Im,ATOPDERMATITIS,COV,591011000006116,591011000006116
Atopic dermatitis,MEDCODEID,Contact dermatitis due to phenol,"""","""",possible,Im,ATOPDERMATITIS,COV,591021000006112,591021000006112
Atopic dermatitis,MEDCODEID,Contact dermatitis due to plants,"""","""",possible,Im,ATOPDERMATITIS,COV,308552010,308552010
Atopic dermatitis,MEDCODEID,Contact dermatitis due to plants NOS,"""","""",possible,Im,ATOPDERMATITIS,COV,308560011,308560011
Atopic dermatitis,MEDCODEID,Contact dermatitis due to plastic,"""","""",possible,Im,ATOPDERMATITIS,COV,53389017,53389017
Atopic dermatitis,MEDCODEID,Contact dermatitis due to poison ivy,"""","""",possible,Im,ATOPDERMATITIS,COV,4804661000006118,4804661000006118
Atopic dermatitis,MEDCODEID,Contact dermatitis due to poison oak,"""","""",possible,Im,ATOPDERMATITIS,COV,4804761000006110,4804761000006110
Atopic dermatitis,MEDCODEID,Contact dermatitis due to poison sumac,"""","""",possible,Im,ATOPDERMATITIS,COV,591081000006111,591081000006111
