event_definition,coding_system,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_issue_dot,code
Colectomy in Ulcerative colitis,MEDCODEID,Rankin partial colectomy,C0149750,Partial resection of colon,narrow,TP,COLECTOMY,AESI,191811000006117,191811000006117
Colectomy in Ulcerative colitis,MEDCODEID,Proctocolectomy NEC,C0400076,Proctocolectomy,narrow,TP,COLECTOMY,AESI,269614017,269614017
Colectomy in Ulcerative colitis,MEDCODEID,Other specified total excision of colon and rectum,C0400076,Proctocolectomy,narrow,TP,COLECTOMY,AESI,269615016,269615016
Colectomy in Ulcerative colitis,MEDCODEID,Total excision of colon and rectum NOS,C0400076,Proctocolectomy,narrow,TP,COLECTOMY,AESI,269617012,269617012
Colectomy in Ulcerative colitis,MEDCODEID,Other specified total excision of colon,C0192871,Total colectomy,narrow,TP,COLECTOMY,AESI,269623019,269623019
Colectomy in Ulcerative colitis,MEDCODEID,Total excision of colon NOS,C0192871,Total colectomy,narrow,TP,COLECTOMY,AESI,269624013,269624013
Colectomy in Ulcerative colitis,MEDCODEID,Right colectomy,C0192861,Right colectomy,narrow,TP,COLECTOMY,AESI,269634016,269634016
Colectomy in Ulcerative colitis,MEDCODEID,Other specified other excision of right hemicolon,C0192861,Right colectomy,narrow,TP,COLECTOMY,AESI,269641010,269641010
Colectomy in Ulcerative colitis,MEDCODEID,Other excision of right hemicolon NOS,C0192861,Right colectomy,narrow,TP,COLECTOMY,AESI,269642015,269642015
Colectomy in Ulcerative colitis,MEDCODEID,Other specified excision of transverse colon,C0192863,Transverse colectomy,narrow,TP,COLECTOMY,AESI,269649012,269649012
Colectomy in Ulcerative colitis,MEDCODEID,Excision of transverse colon NOS,C0192863,Transverse colectomy,narrow,TP,COLECTOMY,AESI,269650012,269650012
Colectomy in Ulcerative colitis,MEDCODEID,Other specified excision of left hemicolon,C0192865,Left colectomy,narrow,TP,COLECTOMY,AESI,269657010,269657010
Colectomy in Ulcerative colitis,MEDCODEID,Excision of left hemicolon NOS,C0192865,Left colectomy,narrow,TP,COLECTOMY,AESI,269658017,269658017
Colectomy in Ulcerative colitis,MEDCODEID,Other excision of colon,C0009274,Colectomy,narrow,TP,COLECTOMY,AESI,269667017,269667017
Colectomy in Ulcerative colitis,MEDCODEID,Colectomy and anastomosis NEC,C0009274,Colectomy,narrow,TP,COLECTOMY,AESI,269670018,269670018
Colectomy in Ulcerative colitis,MEDCODEID,Partial colectomy,C0149750,Partial resection of colon,narrow,TP,COLECTOMY,AESI,269677015,269677015
Colectomy in Ulcerative colitis,MEDCODEID,Other specified other excision of colon,C0009274,Colectomy,narrow,TP,COLECTOMY,AESI,269678013,269678013
Colectomy in Ulcerative colitis,MEDCODEID,Excision of lesion of colon NEC,C0192869,Excision of lesion of colon,narrow,TP,COLECTOMY,AESI,269685012,269685012
Colectomy in Ulcerative colitis,MEDCODEID,Total removal of colon,C0192871,Total colectomy,narrow,TP,COLECTOMY,AESI,2922561000006117,2922561000006117
Colectomy in Ulcerative colitis,MEDCODEID,Resection of transverse colon,C0192863,Transverse colectomy,narrow,TP,COLECTOMY,AESI,2931161000006115,2931161000006115
Colectomy in Ulcerative colitis,MEDCODEID,Subtotal colectomy,C0149750,Partial resection of colon,narrow,TP,COLECTOMY,AESI,3194261000006111,3194261000006111
Colectomy in Ulcerative colitis,MEDCODEID,Segmental colectomy,C0149750,Partial resection of colon,narrow,TP,COLECTOMY,AESI,3194281000006118,3194281000006118
Colectomy in Ulcerative colitis,MEDCODEID,Partial resection of colon,C0149750,Partial resection of colon,narrow,TP,COLECTOMY,AESI,352722017,352722017
Colectomy in Ulcerative colitis,MEDCODEID,Colectomy,C0009274,Colectomy,narrow,TP,COLECTOMY,AESI,352723010,352723010
Colectomy in Ulcerative colitis,MEDCODEID,Subtotal excision of colon,C0149750,Partial resection of colon,narrow,TP,COLECTOMY,AESI,354911000000115,354911000000115
Colectomy in Ulcerative colitis,MEDCODEID,Other specified subtotal excision of colon,C0149750,Partial resection of colon,narrow,TP,COLECTOMY,AESI,375591000000118,375591000000118
Colectomy in Ulcerative colitis,MEDCODEID,Subtotal excision of colon NOS,C0149750,Partial resection of colon,narrow,TP,COLECTOMY,AESI,375611000000114,375611000000114
Colectomy in Ulcerative colitis,MEDCODEID,Left colectomy,C0192865,Left colectomy,narrow,TP,COLECTOMY,AESI,3843931000006113,3843931000006113
Colectomy in Ulcerative colitis,MEDCODEID,Resection of descending colon,C0192865,Left colectomy,narrow,TP,COLECTOMY,AESI,3843941000006115,3843941000006115
Colectomy in Ulcerative colitis,MEDCODEID,Colectomy and exteriorisation of bowel NEC,C0009274,Colectomy,narrow,TP,COLECTOMY,AESI,394172019,394172019
Colectomy in Ulcerative colitis,MEDCODEID,Other excision of colon NOS,C0009274,Colectomy,narrow,TP,COLECTOMY,AESI,394174018,394174018
Colectomy in Ulcerative colitis,MEDCODEID,Ileocolic resection,C1280902,Ileocolic resection,narrow,TP,COLECTOMY,AESI,412239016,412239016
Colectomy in Ulcerative colitis,MEDCODEID,Total colectomy,C0192871,Total colectomy,narrow,TP,COLECTOMY,AESI,44200018,44200018
Colectomy in Ulcerative colitis,MEDCODEID,Transverse colectomy,C0192863,Transverse colectomy,narrow,TP,COLECTOMY,AESI,45041010,45041010
Colectomy in Ulcerative colitis,MEDCODEID,Excision of lesion of colon,C0192869,Excision of lesion of colon,narrow,TP,COLECTOMY,AESI,482551000000117,482551000000117
Colectomy in Ulcerative colitis,MEDCODEID,Anterior resection of rectum with stapled anastomosis of sigmoid colon to anus with creation of J pouch,C0729753,Anterior resection of rectum with stapled anastomosis of sigmoid colon to anus with creation of J pouch,narrow,TP,COLECTOMY,AESI,485291000006112,485291000006112
Colectomy in Ulcerative colitis,MEDCODEID,Anterior resection of rectum and anastomosis of colon to rectum using staples,C0400192,Anterior resection of rectum and anastomosis of colon to rectum using staples,narrow,TP,COLECTOMY,AESI,486451000006110,486451000006110
Colectomy in Ulcerative colitis,MEDCODEID,Excision of left hemicolon,C0192865,Left colectomy,narrow,TP,COLECTOMY,AESI,505179012,505179012
Colectomy in Ulcerative colitis,MEDCODEID,Ileocolectomy,C1280902,Ileocolic resection,narrow,TP,COLECTOMY,AESI,5582111000006112,5582111000006112
Colectomy in Ulcerative colitis,MEDCODEID,Colectomy and end to end anastomosis of colon to colon NEC,C0009274,Colectomy,narrow,TP,COLECTOMY,AESI,571961000006111,571961000006111
Colectomy in Ulcerative colitis,MEDCODEID,Colectomy and side to side anastomosis of ileum to colon NEC,C0009274,Colectomy,narrow,TP,COLECTOMY,AESI,571991000006115,571991000006115
Colectomy in Ulcerative colitis,MEDCODEID,Snare resection of lesion of colon,C0578387,Snare resection of lesion of colon,narrow,TP,COLECTOMY,AESI,5897151000006114,5897151000006114
Colectomy in Ulcerative colitis,MEDCODEID,Right hemicolectomy,C0192861,Right colectomy,narrow,TP,COLECTOMY,AESI,6203741000006114,6203741000006114
Colectomy in Ulcerative colitis,MEDCODEID,Partial resection of colon and resection of terminal ileum with ileocolic anastomosis,C2733466,Excision of part of colon and excision of terminal ileum with ileocolic anastomosis,narrow,TP,COLECTOMY,AESI,7289051000006112,7289051000006112
Colectomy in Ulcerative colitis,MEDCODEID,Partial colectomy,C0149750,Partial resection of colon,narrow,TP,COLECTOMY,AESI,863561000006114,863561000006114
Colectomy in Ulcerative colitis,MEDCODEID,Proctocolectomy,C0400076,Proctocolectomy,narrow,TP,COLECTOMY,AESI,97301000006110,97301000006110
Colectomy in Ulcerative colitis,MEDCODEID,Total proctocolectomy,C0400076,Proctocolectomy,narrow,TP,COLECTOMY,AESI,98111000006114,98111000006114
Colectomy in Ulcerative colitis,SCTSPA,polipectomÃ­a colonoscÃ³pica de colon con asa,-,-,narrow,TP,COLECTOMY,AESI,10371000132109,10371000132109
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a parcial por abordaje transanal,-,-,narrow,TP,COLECTOMY,AESI,13327002,13327002
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a sigmoidea- asistida por laparoscopia,-,-,narrow,TP,COLECTOMY,AESI,1390003,1390003
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a derecha,C0192861,Right colectomy,narrow,TP,COLECTOMY,AESI,1409005,1409005
Colectomy in Ulcerative colitis,SCTSPA,operaciÃ³n de Hartmann- resecciÃ³n rectal,-,-,narrow,TP,COLECTOMY,AESI,16564004,16564004
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n de colon y recto,C0400076,Proctocolectomy,narrow,TP,COLECTOMY,AESI,174059005,174059005
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n total de colon- SAI,C0192871,Total colectomy,narrow,TP,COLECTOMY,AESI,174070003,174070003
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a derecha ampliada,-,-,narrow,TP,COLECTOMY,AESI,174071004,174071004
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a derecha ampliada y anastomosis terminoterminal,-,-,narrow,TP,COLECTOMY,AESI,174072006,174072006
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a derecha ampliada y anastomosis ileocÃ³lica,-,-,narrow,TP,COLECTOMY,AESI,174073001,174073001
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a derecha y anastomosis ileocÃ³lica terminoterminal,-,-,narrow,TP,COLECTOMY,AESI,174080004,174080004
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a derecha y anastomosis laterolateral de Ã­leon a colon transverso,-,-,narrow,TP,COLECTOMY,AESI,174081000,174081000
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a transversa y anastomosis terminoterminal,-,-,narrow,TP,COLECTOMY,AESI,174086005,174086005
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a transversa y anastomosis de Ã­leon a colon,-,-,narrow,TP,COLECTOMY,AESI,174087001,174087001
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n de colon transverso- SAI,C0192863,Transverse colectomy,narrow,TP,COLECTOMY,AESI,174092004,174092004
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a izquierda y anastomosis colorrectal terminoterminal,-,-,narrow,TP,COLECTOMY,AESI,174093009,174093009
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a izquierda y anastomosis colocolÃ³nica terminoterminal,-,-,narrow,TP,COLECTOMY,AESI,174094003,174094003
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n de hemicolon izquierdo- SAI,C0192865,Left colectomy,narrow,TP,COLECTOMY,AESI,174099008,174099008
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a sigmoidea y anastomosis terminoterminal de Ã­leon a recto,-,-,narrow,TP,COLECTOMY,AESI,174100000,174100000
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a sigmoidea y anastomosis de colon a recto,-,-,narrow,TP,COLECTOMY,AESI,174101001,174101001
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n anterior de recto y anastomosis de colon a recto mediante sutura mecÃ¡nica,C0400192,Anterior resection of rectum and anastomosis of colon to rectum using staples,narrow,TP,COLECTOMY,AESI,174241004,174241004
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a izquierda ampliada,-,-,narrow,TP,COLECTOMY,AESI,235325001,235325001
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a derecha,C0192861,Right colectomy,narrow,TP,COLECTOMY,AESI,235326000,235326000
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n de colon,C0009274,Colectomy,narrow,TP,COLECTOMY,AESI,23968004,23968004
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a total,C0192871,Total colectomy,narrow,TP,COLECTOMY,AESI,26390003,26390003
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n parcial de recto y colon sigmoide por prolapso,-,-,narrow,TP,COLECTOMY,AESI,265411006,265411006
Colectomy in Ulcerative colitis,SCTSPA,rectosigmoidectomÃ­a y rectopexia,-,-,narrow,TP,COLECTOMY,AESI,265412004,265412004
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n de colon transverso,C0192863,Transverse colectomy,narrow,TP,COLECTOMY,AESI,26925005,26925005
Colectomy in Ulcerative colitis,SCTSPA,polipectomÃ­a colÃ³nica,-,-,narrow,TP,COLECTOMY,AESI,274025005,274025005
Colectomy in Ulcerative colitis,SCTSPA,remociÃ³n de Duhamel de tabique colorrectal,C0554057,Duhamel removal of colorectal septum,narrow,TP,COLECTOMY,AESI,275017002,275017002
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n ileocÃ³lica,C1280902,Ileocolic resection,narrow,TP,COLECTOMY,AESI,276190007,276190007
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n de mucosa de colostomÃ­a excedente,-,-,narrow,TP,COLECTOMY,AESI,287815004,287815004
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n con lazo de lesiÃ³n de colon,C0578387,Snare resection of lesion of colon,narrow,TP,COLECTOMY,AESI,301699000,301699000
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a derecha ampliada e ileostomÃ­a,-,-,narrow,TP,COLECTOMY,AESI,304583001,304583001
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n de reservorio colÃ³nico,C0582489,Excision of colonic pouch,narrow,TP,COLECTOMY,AESI,304587000,304587000
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n de fÃ­stula yeyunocÃ³lica,-,-,narrow,TP,COLECTOMY,AESI,307507006,307507006
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a transversa laparoscÃ³pica,-,-,narrow,TP,COLECTOMY,AESI,307586000,307586000
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a transversa e ileostomÃ­a,-,-,narrow,TP,COLECTOMY,AESI,307644001,307644001
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a transversa y colostomÃ­a,-,-,narrow,TP,COLECTOMY,AESI,307645000,307645000
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a sigmoidea e ileostomÃ­a,-,-,narrow,TP,COLECTOMY,AESI,307648003,307648003
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a subtotal con anastomosis cecorrectal,-,-,narrow,TP,COLECTOMY,AESI,307654002,307654002
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a subtotal con anastomosis ileosigmoidea,-,-,narrow,TP,COLECTOMY,AESI,307656000,307656000
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a izquierda y colostomÃ­a,-,-,narrow,TP,COLECTOMY,AESI,307657009,307657009
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a sigmoidea y colostomÃ­a,-,-,narrow,TP,COLECTOMY,AESI,307658004,307658004
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a subtotal con anastomosis ileorrectal,-,-,narrow,TP,COLECTOMY,AESI,307659007,307659007
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n de fÃ­stula colocutÃ¡nea,-,-,narrow,TP,COLECTOMY,AESI,307662005,307662005
Colectomy in Ulcerative colitis,SCTSPA,ileostomÃ­a y colectomÃ­a total,-,-,narrow,TP,COLECTOMY,AESI,307666008,307666008
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a total- ileostomÃ­a y fÃ­stula mucosa rectal,-,-,narrow,TP,COLECTOMY,AESI,307667004,307667004
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a total- ileostomÃ­a y cierre de muÃ±Ã³n rectal,-,-,narrow,TP,COLECTOMY,AESI,307669001,307669001
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a abdominal total- con protectomÃ­a e ileostomÃ­a,-,-,narrow,TP,COLECTOMY,AESI,31130001,31130001
Colectomy in Ulcerative colitis,SCTSPA,polipectomÃ­a colonoscÃ³pica,-,-,narrow,TP,COLECTOMY,AESI,311774002,311774002
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n anterior de recto con anastomosis por sutura mecÃ¡nica de colon sigmoide a ano con creaciÃ³n de reservorio en J,C0729753,Anterior resection of rectum with stapled anastomosis of sigmoid colon to anus with creation of J pouch,narrow,TP,COLECTOMY,AESI,312406002,312406002
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a derecha y anastomosis ileocÃ³lica,-,-,narrow,TP,COLECTOMY,AESI,315321001,315321001
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a transversa con anastomosis,-,-,narrow,TP,COLECTOMY,AESI,315322008,315322008
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a izquierda con anastomosis,-,-,narrow,TP,COLECTOMY,AESI,315324009,315324009
Colectomy in Ulcerative colitis,SCTSPA,hemicolectomÃ­a izquierda con estoma,-,-,narrow,TP,COLECTOMY,AESI,315325005,315325005
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a sigmoidea con anastomosis,-,-,narrow,TP,COLECTOMY,AESI,315326006,315326006
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a sigmoidea con estoma,-,-,narrow,TP,COLECTOMY,AESI,315327002,315327002
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a parcial por abordaje abdominal,-,-,narrow,TP,COLECTOMY,AESI,32044008,32044008
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a derecha,C0192861,Right colectomy,narrow,TP,COLECTOMY,AESI,359571009,359571009
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a abdominal total- con ileoproctostomÃ­a,-,-,narrow,TP,COLECTOMY,AESI,36192008,36192008
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n de divertÃ­culos colÃ³nicos,-,-,narrow,TP,COLECTOMY,AESI,386197003,386197003
Colectomy in Ulcerative colitis,SCTSPA,colectomÃ­a izquierda- asistida por laparoscopia,-,-,narrow,TP,COLECTOMY,AESI,41330009,41330009
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n subtotal de colon y recto con creaciÃ³n de bolsillo colÃ³nico y anastomosis coloanal,-,-,narrow,TP,COLECTOMY,AESI,427997001,427997001
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n parcial del colon,C0149750,Partial resection of colon,narrow,TP,COLECTOMY,AESI,43075005,43075005
Colectomy in Ulcerative colitis,SCTSPA,fijaciÃ³n laparoscÃ³pica de prolapso rectal con resecciÃ³n de colon sigmoide,-,-,possible,TP,COLECTOMY,AESI,440033009,440033009
Colectomy in Ulcerative colitis,SCTSPA,resecciÃ³n laparoscÃ³pica de parte del colon,C2733511,Laparoscopic excision of part of colon,narrow,TP,COLECTOMY,AESI,443480008,443480008
